Producto,codigo,precio,categoria,unidad
"CHAROLA EQUIS HORIZONTAL XH-20R8 DE ALUMINIO CON 508 MM (20"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 203 MM (8"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3254,Ej. Sube tu Producto,N/I,m3255
"CHAROLA EQUIS HORIZONTAL XH-24R12 DE ALUMINIO CON 609 MM (24"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 304 MM (12"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3255,Ej. Sube tu Producto,N/I,m3256
"CHAROLA EQUIS HORIZONTAL XH-24R24 DE ALUMINIO CON 609 MM (24"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 609 MM (24"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3256,Ej. Sube tu Producto,N/I,m3257
"CHAROLA EQUIS HORIZONTAL XH-24R36 DE ALUMINIO CON 609 MM (24"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 914 MM (36"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3257,Ej. Sube tu Producto,N/I,m3258
"CHAROLA EQUIS HORIZONTAL XH-24R8 DE ALUMINIO CON 609 MM (24"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 203 MM (8"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3258,Ej. Sube tu Producto,N/I,m3259
"CHAROLA EQUIS HORIZONTAL XH-30R12 DE ALUMINIO CON 762 MM (30"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 304 MM (12"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3259,Ej. Sube tu Producto,N/I,m3260
"CHAROLA EQUIS HORIZONTAL XH-30R24 DE ALUMINIO CON 762 MM (30"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 609 MM (24"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3260,Ej. Sube tu Producto,N/I,m3261
"CHAROLA EQUIS HORIZONTAL XH-30R36 DE ALUMINIO CON 762 MM (30"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 914 MM (36"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3261,Ej. Sube tu Producto,N/I,m3262
"CHAROLA EQUIS HORIZONTAL XH-30R8 DE ALUMINIO CON 762 MM (30"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 203 MM (8"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3262,Ej. Sube tu Producto,N/I,m3263
"CHAROLA EQUIS HORIZONTAL XH-36R12 DE ALUMINIO CON 914 MM (36"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 304 MM (12"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3263,Ej. Sube tu Producto,N/I,m3264
"CHAROLA EQUIS HORIZONTAL XH-36R24 DE ALUMINIO CON 914 MM (36"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 609 MM (24"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3264,Ej. Sube tu Producto,N/I,m3265
"CHAROLA EQUIS HORIZONTAL XH-36R36 DE ALUMINIO CON 914 MM (36"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 914 MM (36"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3265,Ej. Sube tu Producto,N/I,m3266
"CHAROLA EQUIS HORIZONTAL XH-36R8 DE ALUMINIO CON 914 MM (36"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 203 MM (8"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3266,Ej. Sube tu Producto,N/I,m3267
"CHAROLA EQUIS HORIZONTAL XH-4R12 DE ALUMINIO CON 102 MM (4"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 304 MM (12"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE ",A3267,Ej. Sube tu Producto,N/I,m3268
"CHAROLA EQUIS HORIZONTAL XH-4R24 DE ALUMINIO CON 102 MM (4"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 609 MM (24"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE ",A3268,Ej. Sube tu Producto,N/I,m3269
"CHAROLA EQUIS HORIZONTAL XH-4R36 DE ALUMINIO CON 102 MM (4"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 914 MM (36"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE ",A3269,Ej. Sube tu Producto,N/I,m3270
"CHAROLA EQUIS HORIZONTAL XH-4R8 DE ALUMINIO CON 102 MM (4"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 203 MM (8"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3270,Ej. Sube tu Producto,N/I,m3271
"CHAROLA EQUIS HORIZONTAL XH-6R12 DE ALUMINIO CON 152 MM (6"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 304 MM (12"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3271,Ej. Sube tu Producto,N/I,m3272
"CHAROLA EQUIS HORIZONTAL XH-6R24 DE ALUMINIO CON 152 MM (6"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 609 MM (24"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3272,Ej. Sube tu Producto,N/I,m3273
"CHAROLA EQUIS HORIZONTAL XH-6R36 DE ALUMINIO CON 152 MM (6"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 914 MM (36"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3273,Ej. Sube tu Producto,N/I,m3274
"CHAROLA EQUIS HORIZONTAL XH-6R8 DE ALUMINIO CON 152 MM (6"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 203 MM (8"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3274,Ej. Sube tu Producto,N/I,m3275
"CHAROLA EQUIS HORIZONTAL XH-9R12 DE ALUMINIO CON 228MM (9"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 304 MM (12"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3275,Ej. Sube tu Producto,N/I,m3276
"CHAROLA EQUIS HORIZONTAL XH-9R24 DE ALUMINIO CON 228 MM (9"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 609 MM (24"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3276,Ej. Sube tu Producto,N/I,m3277
"CHAROLA EQUIS HORIZONTAL XH-9R36 DE ALUMINIO CON 228 MM (9"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 914 MM (36"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3277,Ej. Sube tu Producto,N/I,m3278
"CHAROLA EQUIS HORIZONTAL XH-9R8 DE ALUMINIO CON 228 MM (9"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 203 MM (8"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3278,Ej. Sube tu Producto,N/I,m3279
"CHAROLA EQUIS VERTICAL XV-12R12 DE ALUMINIO CON 304MM (12"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 304 MM (12"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3279,Ej. Sube tu Producto,N/I,m3280
"CHAROLA EQUIS VERTICAL XV-12R24 DE ALUMINIO CON 304 MM (12"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 609 MM (24"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3280,Ej. Sube tu Producto,N/I,m3281
"CHAROLA EQUIS VERTICAL XV-12R36 DE ALUMINIO CON 304 MM (12"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 914 MM (36"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3281,Ej. Sube tu Producto,N/I,m3282
"CHAROLA EQUIS VERTICAL XV-12R8 DE ALUMINIO CON 304 MM (12"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 203 MM (8"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3282,Ej. Sube tu Producto,N/I,m3283
"CHAROLA EQUIS VERTICAL XV-16R12 DE ALUMINIO CON 406MM (16"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 304 MM (12"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3283,Ej. Sube tu Producto,N/I,m3284
"CHAROLA EQUIS VERTICAL XV-16R24 DE ALUMINIO CON 406 MM (16"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 609 MM (24"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3284,Ej. Sube tu Producto,N/I,m3285
"CHAROLA EQUIS VERTICAL XV-16R36 DE ALUMINIO CON 406 MM (16"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 914 MM (36"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3285,Ej. Sube tu Producto,N/I,m3286
"CHAROLA EQUIS VERTICAL XV-16R8 DE ALUMINIO CON 406 MM (16"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 203 MM (8"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3286,Ej. Sube tu Producto,N/I,m3287
"CHAROLA EQUIS VERTICAL XV-18R12 DE ALUMINIO CON 457MM (18"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 304 MM (12"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3287,Ej. Sube tu Producto,N/I,m3288
"CHAROLA EQUIS VERTICAL XV-18R24 DE ALUMINIO CON 457 MM (18"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 609 MM (24"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3288,Ej. Sube tu Producto,N/I,m3289
"CHAROLA EQUIS VERTICAL XV-18R36 DE ALUMINIO CON 457 MM (18"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 914 MM (36"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3289,Ej. Sube tu Producto,N/I,m3290
"CHAROLA EQUIS VERTICAL XV-18R8 DE ALUMINIO CON 457 MM (18"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 203 MM (8"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3290,Ej. Sube tu Producto,N/I,m3291
"CHAROLA EQUIS VERTICAL XV-20R12 DE ALUMINIO CON 508MM (20"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 304 MM (12"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3291,Ej. Sube tu Producto,N/I,m3292
"CHAROLA EQUIS VERTICAL XV-20R24 DE ALUMINIO CON 508 MM (20"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 609 MM (24"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3292,Ej. Sube tu Producto,N/I,m3293
"CHAROLA EQUIS VERTICAL XV-20R36 DE ALUMINIO CON 508 MM (20"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 914 MM (36"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3293,Ej. Sube tu Producto,N/I,m3294
"CHAROLA EQUIS VERTICAL XV-20R8 DE ALUMINIO CON 508 MM (20"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 203 MM (8"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3294,Ej. Sube tu Producto,N/I,m3295
"CHAROLA EQUIS VERTICAL XV-24R12 DE ALUMINIO CON 609 MM (24"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 304 MM (12"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3295,Ej. Sube tu Producto,N/I,m3296
"CHAROLA EQUIS VERTICAL XV-24R24 DE ALUMINIO CON 609 MM (24"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 609 MM (24"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3296,Ej. Sube tu Producto,N/I,m3297
"CHAROLA EQUIS VERTICAL XV-24R36 DE ALUMINIO CON 609 MM (24"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 914 MM (36"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3297,Ej. Sube tu Producto,N/I,m3298
"CHAROLA EQUIS VERTICAL XV-24R8 DE ALUMINIO CON 609 MM (24"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 203 MM (8"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3298,Ej. Sube tu Producto,N/I,m3299
"CHAROLA EQUIS VERTICAL XV-30R12 DE ALUMINIO CON 762 MM (30"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 304 MM (12"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3299,Ej. Sube tu Producto,N/I,m3300
"CHAROLA EQUIS VERTICAL XV-30R24 DE ALUMINIO CON 762 MM (30"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 609 MM (24"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3300,Ej. Sube tu Producto,N/I,m3301
"CHAROLA EQUIS VERTICAL XV-30R36 DE ALUMINIO CON 762 MM (30"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 914 MM (36"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3301,Ej. Sube tu Producto,N/I,m3302
"CHAROLA EQUIS VERTICAL XV-30R8 DE ALUMINIO CON 762 MM (30"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 203 MM (8"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3302,Ej. Sube tu Producto,N/I,m3303
"CHAROLA EQUIS VERTICAL XV-36R12 DE ALUMINIO CON 914 MM (36"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 304 MM (12"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3303,Ej. Sube tu Producto,N/I,m3304
"CHAROLA EQUIS VERTICAL XV-36R24 DE ALUMINIO CON 914 MM (36"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 609 MM (24"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3304,Ej. Sube tu Producto,N/I,m3305
"CHAROLA EQUIS VERTICAL XV-36R36 DE ALUMINIO CON 914 MM (36"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 914 MM (36"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3305,Ej. Sube tu Producto,N/I,m3306
"CHAROLA EQUIS VERTICAL XV-36R8 DE ALUMINIO CON 914 MM (36"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 203 MM (8"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3306,Ej. Sube tu Producto,N/I,m3307
"CHAROLA EQUIS VERTICAL XV-4R12 DE ALUMINIO CON 102 MM (4"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 304 MM (12"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3307,Ej. Sube tu Producto,N/I,m3308
"CHAROLA EQUIS VERTICAL XV-4R24 DE ALUMINIO CON 102 MM (4"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 609 MM   (24"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3308,Ej. Sube tu Producto,N/I,m3309
"CHAROLA EQUIS VERTICAL XV-4R36 DE ALUMINIO CON 102 MM (4"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 914 MM (36"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3309,Ej. Sube tu Producto,N/I,m3310
"CHAROLA EQUIS VERTICAL XV-4R8 DE ALUMINIO CON 102 MM (4"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 203 MM (8"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3310,Ej. Sube tu Producto,N/I,m3311
"CHAROLA EQUIS VERTICAL XV-6R12 DE ALUMINIO CON 152 MM (6"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 304 MM (12"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3311,Ej. Sube tu Producto,N/I,m3312
"CHAROLA EQUIS VERTICAL XV-6R24 DE ALUMINIO CON 152 MM (6"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 609 MM (24"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3312,Ej. Sube tu Producto,N/I,m3313
"CHAROLA EQUIS VERTICAL XV-6R36 DE ALUMINIO CON 152 MM (6"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 914 MM (36"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE",A3313,Ej. Sube tu Producto,N/I,m3314
"CHAROLA EQUIS VERTICAL XV-6R8 DE ALUMINIO CON 152 MM (6"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 203 MM (8"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3314,Ej. Sube tu Producto,N/I,m3315
"CHAROLA EQUIS VERTICAL XV-9R12 DE ALUMINIO CON 228MM (9"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 304 MM (12"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3315,Ej. Sube tu Producto,N/I,m3316
"CHAROLA EQUIS VERTICAL XV-9R24 DE ALUMINIO CON 228 MM (9"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 609 MM (24"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3316,Ej. Sube tu Producto,N/I,m3317
"CHAROLA EQUIS VERTICAL XV-9R36 DE ALUMINIO CON 228 MM (9"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 914 MM (36"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3317,Ej. Sube tu Producto,N/I,m3318
"CHAROLA EQUIS VERTICAL XV-9R8 DE ALUMINIO CON 228 MM (9"") DE ANCHO- 82 MM (3 1/4"") DE PERALTE Y RADIO DE 203 MM (8"") CON 2 CONECTORES RECTOS Y TORNILLERIA MARCA CROSS LINE. ",A3318,Ej. Sube tu Producto,N/I,m3319
CHAROLA FIJACIÓN EN RACK 3 U.R. MARCA BTICINO LÍNEA BTNET C9104/4GR ,A3319,Ej. Sube tu Producto,N/I,m3320
CHAROLA METALICA P/RODILLO ,A3320,Ej. Sube tu Producto,N/I,m3321
CHAROLA MODELO 7008006.15 COLORES MARCA JOFEL ,A3321,Ej. Sube tu Producto,N/I,m3322
CHAROLA MODELO CH 14 PARA BLOCK DE CONCRETO DE 14 CM DE ANCHO- CONCENTRADORA DE HUMEDAD QUE SE INFILTRA EN LOS MUROS. DIMENSIONES LARGO 19-20.5 CM- ANCHO 7.8 CM- PROFUNDIDAD 0.8 CM- BOQUILLA 4 CM- TRASLAPE DE 0.5 A 2 CM Y ESPESOR DE 1.6 MM- FABRICADA EN P,A3322,Ej. Sube tu Producto,N/I,m3323
CHAROLA PARA DERRAME DE CONDENSADOS PARA UNIDAD EVAPORADORA DE 1.5TR A 3 TR EN LAMINA GALVANIZADA CAL. 20 ,A3323,Ej. Sube tu Producto,N/I,m3324
CHAROLA PARA DERRAME DE CONDENSADOS PARA UNIDAD EVAPORADORA DE 5 TR A 10 TR EN LAMINA GALVANIZADA CAL. 20 ,A3324,Ej. Sube tu Producto,N/I,m3325
CHAROLA PARA RACK MARCA BTICINO LÍNEA BTNET C9103/2GR ,A3325,Ej. Sube tu Producto,N/I,m3326
"CHAROLA RECTA CH-0406 DE ALUMINIO CON 3.66 M DE LARGO- 102 MM (4"") DE ANCHO Y 82 MM (3 1/4"") DE PERALTE- Y 24 TRAVESAÑOS- CON 2 CONECTORES Z Y TORNILLERIA MARCA CROSS LINE ",A3326,Ej. Sube tu Producto,N/I,m3327
"CHAROLA RECTA CH-0409 DE ALUMINIO CON 3.66 M DE LARGO- 102 MM (4"") DE ANCHO Y 82 MM (3 1/4"") DE PERALTE- Y 16 TRAVESAÑOS- CON 2 CONECTORES Z Y TORNILLERIA MARCA CROSS LINE ",A3327,Ej. Sube tu Producto,N/I,m3328
"CHAROLA RECTA CH-0412 DE ALUMINIO CON 3.66 M DE LARGO- 102 MM (4"") DE ANCHO Y 82 MM (3 1/4"") DE PERALTE- Y 12 TRAVESAÑOS- CON 2 CONECTORES Z Y TORNILLERIA MARCA CROSS LINE ",A3328,Ej. Sube tu Producto,N/I,m3329
"CHAROLA RECTA CH-0418 DE ALUMINIO CON 3.66 M DE LARGO- 102 MM (4"") DE ANCHO Y 82 MM (3 1/4"") DE PERALTE- Y 8 TRAVESAÑOS- CON 2 CONECTORES Z Y TORNILLERIA MARCA CROSS LINE ",A3329,Ej. Sube tu Producto,N/I,m3330
"CHAROLA RECTA CH-0606 DE ALUMINIO CON 3.66 M DE LARGO- 152 MM (6"") DE ANCHO Y 82 MM (3 1/4"") DE PERALTE- Y 24 TRAVESAÑOS- CON 2 CONECTORES Z Y TORNILLERIA MARCA CROSS LINE ",A3330,Ej. Sube tu Producto,N/I,m3331
"CHAROLA RECTA CH-0609 DE ALUMINIO CON 3.66 M DE LARGO- 152 MM (6"") DE ANCHO Y 82 MM (3 1/4"") DE PERALTE- Y 16 TRAVESAÑOS- CON 2 CONECTORES Z Y TORNILLERIA MARCA CROSS LINE ",A3331,Ej. Sube tu Producto,N/I,m3332
"CHAROLA RECTA CH-0612 DE ALUMINIO CON 3.66 M DE LARGO- 152 MM (6"") DE ANCHO Y 82 MM (3 1/4"") DE PERALTE- Y 12 TRAVESAÑOS- CON 2 CONECTORES Z Y TORNILLERIA MARCA CROSS LINE ",A3332,Ej. Sube tu Producto,N/I,m3333
"CHAROLA RECTA CH-0618 DE ALUMINIO CON 3.66 M DE LARGO- 152 MM (6"") DE ANCHO Y 82 MM (3 1/4"") DE PERALTE- Y 8 TRAVESAÑOS- CON 2 CONECTORES Z Y TORNILLERIA MARCA CROSS LINE ",A3333,Ej. Sube tu Producto,N/I,m3334
"CHAROLA RECTA CH-0906 DE ALUMINIO CON 3.66 M DE LARGO- 228 MM (9"") DE ANCHO Y 82 MM (3 1/4"") DE PERALTE- Y 24 TRAVESAÑOS- CON 2 CONECTORES Z Y TORNILLERIA MARCA CROSS LINE ",A3334,Ej. Sube tu Producto,N/I,m3335
"CHAROLA RECTA CH-0909 DE ALUMINIO CON 3.66 M DE LARGO- 228 MM (9"") DE ANCHO Y 82 MM (3 1/4"") DE PERALTE- Y 16 TRAVESAÑOS- CON 2 CONECTORES Z Y TORNILLERIA MARCA CROSS LINE ",A3335,Ej. Sube tu Producto,N/I,m3336
"CHAROLA RECTA CH-0912 DE ALUMINIO CON 3.66 M DE LARGO- 228 MM (9"") DE ANCHO Y 82 MM (3 1/4"") DE PERALTE- Y 12 TRAVESAÑOS- CON 2 CONECTORES Z Y TORNILLERIA MARCA CROSS LINE ",A3336,Ej. Sube tu Producto,N/I,m3337
"CHAROLA RECTA CH-0918 DE ALUMINIO CON 3.66 M DE LARGO- 228 MM (9"") DE ANCHO Y 82 MM (3 1/4"") DE PERALTE- Y 8 TRAVESAÑOS- CON 2 CONECTORES Z Y TORNILLERIA MARCA CROSS LINE ",A3337,Ej. Sube tu Producto,N/I,m3338
"CHAROLA RECTA CH-1206 DE ALUMINIO CON 3.66 M DE LARGO- 304 MM (12"") DE ANCHO Y 82 MM (3 1/4"") DE PERALTE- Y 24 TRAVESAÑOS- CON 2 CONECTORES Z Y TORNILLERIA MARCA CROSS LINE ",A3338,Ej. Sube tu Producto,N/I,m3339
"CHAROLA RECTA CH-1209 DE ALUMINIO CON 3.66 M DE LARGO- 304 MM (12"") DE ANCHO Y 82 MM (3 1/4"") DE PERALTE- Y 16 TRAVESAÑOS- CON 2 CONECTORES Z Y TORNILLERIA MARCA CROSS LINE ",A3339,Ej. Sube tu Producto,N/I,m3340
"CHAROLA RECTA CH-1212 DE ALUMINIO CON 3.66 M DE LARGO- 304 MM (12"") DE ANCHO Y 82 MM (3 1/4"") DE PERALTE- Y 12 TRAVESAÑOS- CON 2 CONECTORES Z Y TORNILLERIA MARCA CROSS LINE ",A3340,Ej. Sube tu Producto,N/I,m3341
"CHAROLA RECTA CH-1218 DE ALUMINIO CON 3.66 M DE LARGO- 304 MM (12"") DE ANCHO Y 82 MM (3 1/4"") DE PERALTE- Y 8 TRAVESAÑOS- CON 2 CONECTORES Z Y TORNILLERIA MARCA CROSS LINE ",A3341,Ej. Sube tu Producto,N/I,m3342
"CHAROLA RECTA CH-1606 DE ALUMINIO CON 3.66 M DE LARGO- 406 MM (16"") DE ANCHO Y 82 MM (3 1/4"") DE PERALTE- Y 24 TRAVESAÑOS- CON 2 CONECTORES Z Y TORNILLERIA MARCA CROSS LINE ",A3342,Ej. Sube tu Producto,N/I,m3343
"CHAROLA RECTA CH-1609 DE ALUMINIO CON 3.66 M DE LARGO- 406 MM (16"") DE ANCHO Y 82 MM (3 1/4"") DE PERALTE- Y 16 TRAVESAÑOS- CON 2 CONECTORES Z Y TORNILLERIA MARCA CROSS LINE ",A3343,Ej. Sube tu Producto,N/I,m3344
"CHAROLA RECTA CH-1612 DE ALUMINIO CON 3.66 M DE LARGO- 406 MM (16"") DE ANCHO Y 82 MM (3 1/4"") DE PERALTE- Y 12 TRAVESAÑOS- CON 2 CONECTORES Z Y TORNILLERIA MARCA CROSS LINE ",A3344,Ej. Sube tu Producto,N/I,m3345
"CHAROLA RECTA CH-1618 DE ALUMINIO CON 3.66 M DE LARGO- 406 MM (16"") DE ANCHO Y 82 MM (3 1/4"") DE PERALTE- Y 8 TRAVESAÑOS- CON 2 CONECTORES Z Y TORNILLERIA MARCA CROSS LINE ",A3345,Ej. Sube tu Producto,N/I,m3346
